ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,timestamp
0.41,0.15,-1.04,-66.03,-1.91,-4.82,0.09,0.90,0.50,2.90,-1.96,-5.92,1764277173.6050339
0.42,0.15,-0.99,-68.57,10.41,-6.86,0.09,0.87,0.48,3.39,-5.22,-7.91,1764277173.6230943
0.44,0.19,-0.99,-64.47,13.78,-13.95,0.06,0.88,0.45,-1.73,-2.33,-10.50,1764277173.641322
0.40,0.19,-1.01,-66.84,17.24,-14.69,0.04,0.88,0.49,0.05,-2.04,-13.44,1764277173.6615264
0.44,0.22,-0.91,-69.01,19.56,-7.22,0.02,0.89,0.44,-0.16,-0.18,-14.38,1764277173.6815543
0.51,0.16,-0.94,-121.44,33.79,-28.59,-0.01,0.88,0.46,-5.05,1.87,-15.31,1764277173.6983433
0.48,0.16,-0.93,-182.40,44.68,-44.81,-0.01,0.90,0.52,-9.64,4.44,-16.73,1764277173.713584
0.36,0.39,-0.76,-135.46,33.92,-20.66,0.00,0.92,0.59,-3.03,2.65,-17.17,1764277173.7312486
0.48,0.44,-0.63,-7.39,4.65,17.48,0.02,0.93,0.62,6.33,-0.24,-15.25,1764277173.7495384
0.73,0.06,-1.40,-41.59,59.88,-9.39,0.02,0.93,0.49,4.05,5.74,-12.66,1764277173.768134
0.44,0.54,-0.31,7.16,16.45,13.57,0.02,0.91,0.50,9.97,8.30,-13.56,1764277173.7856164
0.44,0.16,-0.62,1.89,-15.82,37.21,0.09,0.90,0.44,14.62,1.11,-14.37,1764277173.8033128
0.45,0.55,-0.89,-0.83,1.63,24.17,0.03,0.88,0.48,8.50,-5.62,-14.80,1764277173.8214605
0.48,0.34,-0.73,0.85,-9.19,25.40,0.04,0.88,0.44,6.85,-8.83,-14.89,1764277173.8397396
0.47,0.39,-0.90,-1.25,-1.17,28.59,0.00,0.88,0.48,9.82,-9.33,-15.62,1764277173.8575406
0.47,0.30,-0.87,-1.52,6.74,27.76,-0.04,0.90,0.44,11.34,-5.41,-15.59,1764277173.8766685
0.48,0.26,-0.90,0.91,14.60,22.62,-0.04,0.90,0.46,13.95,-3.51,-14.64,1764277173.8952255
0.48,0.16,-0.74,-1.08,9.05,15.58,-0.09,0.89,0.47,7.95,-2.56,-11.18,1764277173.910847
0.49,0.25,-0.84,-1.54,5.02,14.30,-0.09,0.91,0.47,7.76,-4.98,-9.45,1764277173.9288316
0.49,0.30,-0.81,-1.51,-1.62,16.54,-0.08,0.92,0.49,12.97,-5.72,-8.98,1764277173.9469821
0.44,0.22,-0.33,1.60,-50.15,15.38,-0.08,0.91,0.50,15.86,0.67,-8.92,1764277173.9647553
0.34,0.24,-0.14,2.34,-133.88,15.31,-0.08,0.90,0.48,16.60,9.34,-5.84,1764277173.983339
0.22,0.19,0.07,2.40,-250.14,0.08,-0.08,0.91,0.47,11.08,9.06,-5.69,1764277174.0024028
-0.05,0.17,-0.70,-3.10,-250.14,-19.40,-0.06,0.90,0.45,2.42,2.43,-7.82,1764277174.0204105
-0.22,0.44,-1.66,20.39,-250.14,-14.79,-0.09,0.90,0.47,-2.11,9.98,-10.65,1764277174.0370994
0.03,0.38,-1.79,13.82,-250.14,-4.88,-0.05,0.92,0.48,6.54,8.03,-11.76,1764277174.0550487
-0.14,0.42,-1.79,30.88,-155.31,9.04,-0.07,0.92,0.47,17.68,11.61,-11.11,1764277174.0730264
0.05,0.29,-1.73,30.14,-11.31,7.24,-0.05,0.92,0.41,22.31,6.47,-7.70,1764277174.0962048
0.00,0.17,-1.27,24.16,103.69,6.78,-0.07,0.89,0.47,17.76,2.67,-3.61,1764277174.1104553
0.05,0.26,-1.28,18.25,162.47,11.89,-0.05,0.90,0.42,17.45,-3.77,0.87,1764277174.1294374
0.01,0.22,-1.61,1.91,250.13,14.98,-0.05,0.90,0.42,16.89,-7.46,3.52,1764277174.145866
-0.01,0.29,-1.19,-23.08,250.13,18.53,-0.04,0.92,0.44,20.21,-8.27,2.94,1764277174.1627667
0.08,0.29,-0.68,-35.73,250.13,14.70,-0.04,0.90,0.43,16.64,-5.42,0.54,1764277174.1827402
0.19,0.30,-0.28,-33.02,230.47,14.85,-0.05,0.90,0.45,12.25,-3.21,-1.55,1764277174.199343
0.31,0.28,-0.39,-12.79,121.82,17.50,-0.05,0.92,0.44,7.61,-3.39,-1.77,1764277174.2172096
0.39,0.24,-0.70,-18.27,80.92,11.66,-0.05,0.91,0.43,4.16,-3.22,-2.66,1764277174.2363458
0.39,0.32,-0.72,-7.44,53.90,7.87,-0.05,0.93,0.43,2.63,-1.37,-2.25,1764277174.2533226
0.43,0.41,-0.85,-5.73,44.96,14.71,-0.03,0.93,0.46,6.73,-6.54,-2.70,1764277174.2710326
0.47,0.36,-0.86,-7.93,46.83,19.82,-0.04,0.93,0.45,9.92,-7.31,-4.89,1764277174.2893775
0.46,0.34,-0.95,-9.12,57.48,26.78,0.01,0.93,0.45,11.86,-8.73,-6.11,1764277174.307153
0.47,0.32,-0.02,-7.07,3.50,22.56,-0.03,0.93,0.48,11.40,-6.94,-5.56,1764277174.3289912
0.29,0.15,0.65,-1.32,-156.52,22.90,-0.07,0.93,0.47,11.13,-8.16,-3.62,1764277174.3429983
-0.14,0.58,1.61,-2.07,-250.14,40.33,-0.01,0.92,0.43,-2.34,-10.17,-7.21,1764277174.3620107
-0.84,0.09,-2.00,95.79,-250.14,-12.53,0.06,0.87,0.26,-24.61,-30.32,-21.11,1764277174.378645
-0.83,-0.07,-2.00,38.75,-250.14,-37.49,-0.13,0.89,0.47,-24.79,-4.64,-26.70,1764277174.3975198
-0.31,0.22,-1.88,9.35,-250.14,-20.82,-0.08,0.95,0.40,-1.54,-0.97,-22.69,1764277174.4147725
-0.29,0.32,-1.98,2.81,-112.49,-4.92,-0.11,0.93,0.41,4.89,3.54,-14.60,1764277174.4329078
-0.37,0.18,-1.61,1.25,118.84,8.93,-0.13,0.93,0.49,13.47,-0.08,-5.32,1764277174.4517353
-0.27,0.22,-1.47,-5.67,232.95,25.23,-0.11,0.94,0.46,22.81,-11.58,7.23,1764277174.4696014
-0.30,0.22,-1.67,-20.70,250.13,44.21,-0.12,0.91,0.43,27.93,-16.53,12.50,1764277174.491088
-0.29,0.11,-1.12,-33.36,250.13,36.74,-0.12,0.91,0.44,22.82,-12.33,11.86,1764277174.5052938
-0.11,0.09,-0.09,-31.49,250.13,7.62,-0.10,0.91,0.43,12.91,1.64,7.19,1764277174.5232656
0.20,0.34,-0.49,-13.41,194.22,7.40,-0.05,0.90,0.40,10.21,4.15,1.73,1764277174.5408282
0.24,0.28,-0.83,-11.60,156.66,7.57,-0.05,0.91,0.41,6.03,4.40,-2.41,1764277174.5623343
0.26,0.28,-0.77,-7.95,127.31,4.95,-0.05,0.93,0.42,5.85,3.24,-1.53,1764277174.578235
0.30,0.31,-0.75,-6.76,105.47,11.24,-0.04,0.92,0.43,5.14,0.92,-0.98,1764277174.5973678
0.36,0.31,-0.66,-5.53,63.82,9.89,-0.05,0.92,0.42,1.76,0.78,-0.11,1764277174.6134431
0.37,0.31,-0.86,-4.86,48.60,12.76,-0.02,0.92,0.42,6.14,-1.69,-1.03,1764277174.6308827
0.37,0.32,-0.84,-4.22,41.40,14.15,-0.04,0.92,0.44,3.56,-2.47,-3.88,1764277174.6488724
0.38,0.28,-0.89,0.10,35.71,11.84,-0.05,0.92,0.42,4.33,-0.80,-5.01,1764277174.6670406
0.39,0.27,-0.83,3.08,25.92,11.62,-0.06,0.93,0.42,4.47,1.24,-5.53,1764277174.685082
0.40,0.23,-0.85,3.64,12.44,6.45,-0.07,0.92,0.42,4.63,0.79,-4.79,1764277174.7040696
0.45,0.27,-0.86,0.72,8.76,2.56,-0.09,0.92,0.42,2.67,1.43,-3.97,1764277174.7209203
0.40,0.26,-1.00,2.09,10.22,8.81,-0.09,0.93,0.43,5.18,-0.14,-3.25,1764277174.73917
0.41,0.21,-0.70,-2.45,7.31,1.67,-0.10,0.93,0.42,5.37,2.82,-1.15,1764277174.7570262
0.41,0.27,-0.97,0.00,-3.58,5.51,-0.08,0.93,0.44,6.88,0.37,-0.07,1764277174.778735
0.43,0.23,0.03,2.50,-69.73,1.75,-0.06,0.92,0.42,4.63,0.06,0.79,1764277174.797249
0.27,0.32,0.31,-1.04,-218.33,8.73,-0.06,0.92,0.40,0.84,2.22,-0.12,1764277174.812541
0.11,0.26,-0.40,19.50,-250.14,0.08,0.01,0.90,0.36,-11.15,-7.12,-5.77,1764277174.8296382
-0.70,-0.17,1.21,64.05,-250.14,-57.82,-0.09,0.88,0.46,-34.20,7.39,-19.23,1764277174.8475611
-0.94,0.33,-2.00,46.57,-250.14,-50.05,-0.08,0.89,0.39,-35.54,19.37,-24.11,1764277174.8651786
-0.78,0.35,-1.21,-33.86,-250.14,-55.55,-0.09,0.91,0.48,-26.86,27.58,-31.57,1764277174.8833325
-0.48,0.20,-2.00,-16.50,-250.14,-25.52,-0.06,0.93,0.39,-16.01,22.33,-20.43,1764277174.9020693
-0.45,0.36,-1.74,0.31,-115.74,-2.92,-0.07,0.92,0.53,-6.95,2.14,-10.55,1764277174.9199493
-0.67,0.33,-1.50,4.08,96.30,22.58,-0.11,0.95,0.58,16.72,-26.09,3.10,1764277174.9368794
-0.54,0.17,-1.22,1.44,192.01,38.42,-0.13,0.93,0.48,26.61,-36.22,15.35,1764277174.9550078
-0.46,0.20,-1.05,-9.09,250.13,47.95,-0.09,0.91,0.45,26.36,-33.98,22.10,1764277174.9731398
-0.32,0.22,-0.76,-16.85,250.13,45.40,-0.07,0.88,0.40,18.89,-31.43,20.18,1764277174.9911487
-0.21,0.23,-0.71,-18.82,244.23,38.59,-0.04,0.88,0.42,8.79,-24.69,13.22,1764277175.0115414
-0.19,0.35,-0.89,-18.00,222.01,35.26,-0.02,0.87,0.43,-3.17,-24.31,4.08,1764277175.0282528
-0.12,0.31,-0.92,-16.34,213.97,28.91,-0.01,0.90,0.43,-0.73,-21.73,-2.29,1764277175.045939
-0.09,0.29,-0.93,-17.99,210.55,26.83,-0.02,0.91,0.45,-3.97,-16.50,-2.86,1764277175.0726001
-0.06,0.24,-0.96,-21.27,206.96,19.21,-0.03,0.92,0.48,-5.48,-16.61,-1.32,1764277175.0855951
0.04,0.36,-0.83,-21.04,179.53,19.23,-0.04,0.92,0.49,-3.02,-19.26,-1.62,1764277175.105537
0.13,0.31,-0.84,-22.27,148.50,23.36,-0.05,0.91,0.48,-6.12,-21.82,-2.95,1764277175.1192355
0.08,0.36,-0.89,-23.27,126.86,24.52,-0.07,0.91,0.50,-6.60,-18.48,-5.54,1764277175.1377506
0.13,0.27,-0.85,-13.92,94.50,23.98,-0.09,0.92,0.50,-3.89,-15.80,-7.46,1764277175.153208
0.18,0.29,-0.88,-5.80,66.26,22.05,-0.08,0.92,0.49,-0.32,-9.89,-7.85,1764277175.173963
0.22,0.24,-0.96,-10.00,62.57,19.81,-0.11,0.91,0.49,2.12,-9.02,-5.44,1764277175.190621
0.26,0.22,-0.84,-5.09,50.03,16.32,-0.09,0.91,0.47,3.93,-7.64,-3.37,1764277175.2107751
0.28,0.23,-0.82,-6.89,34.73,15.36,-0.08,0.89,0.47,3.05,-8.02,-2.11,1764277175.2247405
0.33,0.32,-0.81,-10.62,19.33,12.95,-0.05,0.89,0.47,1.68,-10.73,-0.50,1764277175.2447836
0.31,0.31,-0.78,-11.11,-2.63,17.23,-0.02,0.90,0.46,0.03,-14.92,-1.26,1764277175.2625377
0.33,0.32,-0.58,-10.98,-30.90,17.98,-0.03,0.91,0.48,-0.85,-18.86,-0.69,1764277175.2787886
0.31,0.32,-0.77,-18.89,-52.27,18.95,0.01,0.87,0.46,-6.52,-21.68,0.80,1764277175.300004
0.23,0.26,-0.14,-27.95,-124.80,4.03,-0.01,0.90,0.47,-2.98,-21.24,2.93,1764277175.3151486
0.15,0.25,0.35,-11.56,-250.14,-8.30,0.06,0.87,0.43,-19.91,-25.63,-0.13,1764277175.3326557
-0.26,0.29,-0.77,9.29,-250.14,-35.60,0.05,0.85,0.43,-26.25,-33.56,-5.21,1764277175.3509207
-0.46,0.49,-1.92,24.30,-250.14,-21.79,-0.01,0.83,0.49,-40.14,-30.46,-18.94,1764277175.3723247
-0.48,0.26,-0.89,25.36,-250.14,-31.92,-0.02,0.86,0.53,-41.14,-29.29,-25.33,1764277175.3889306
-0.77,0.31,-2.00,1.94,-250.14,-10.75,-0.10,0.88,0.53,-37.80,-18.81,-21.76,1764277175.405335
-0.68,0.27,-1.66,-17.21,-217.04,-14.34,-0.14,0.91,0.59,-27.15,-3.15,-14.47,1764277175.4302888
-0.52,0.35,-1.64,-6.74,-49.27,4.14,-0.07,0.92,0.56,-8.07,-3.15,-5.82,1764277175.443889
-0.64,0.36,-1.24,4.33,69.66,13.24,-0.09,0.90,0.63,7.05,-11.65,-3.04,1764277175.461537
-0.59,0.29,-1.17,9.71,140.81,23.05,-0.09,0.88,0.59,16.02,-13.76,2.05,1764277175.4800682
-0.57,0.32,-1.51,6.14,250.13,36.06,-0.09,0.88,0.58,21.51,-14.43,7.02,1764277175.4948494
-0.56,0.29,-1.14,-2.34,250.13,42.95,-0.08,0.88,0.56,19.66,-10.88,7.69,1764277175.515003
-0.32,0.24,-0.21,-4.42,250.13,26.59,-0.03,0.88,0.56,15.56,-4.27,5.31,1764277175.5409567
-0.21,0.35,-0.83,0.79,198.96,28.16,-0.03,0.87,0.54,12.02,-0.84,0.42,1764277175.5535874
-0.20,0.32,-1.00,2.30,197.11,18.85,-0.01,0.87,0.54,9.73,3.40,-3.86,1764277175.5746207
-0.12,0.38,-0.99,-0.12,204.76,20.58,0.01,0.87,0.53,10.24,2.63,-6.20,1764277175.584695
-0.05,0.38,-0.92,-3.58,200.19,25.47,0.02,0.88,0.53,10.63,-1.11,-6.53,1764277175.602769
-0.00,0.34,-0.91,-6.50,188.20,21.66,0.02,0.88,0.52,9.69,-0.18,-6.75,1764277175.6210227
0.07,0.38,-0.77,-6.71,156.80,18.15,0.02,0.89,0.52,9.85,3.94,-10.08,1764277175.6390042
0.13,0.38,-0.78,4.91,122.50,20.18,0.00,0.87,0.51,10.93,8.81,-15.95,1764277175.656635
0.16,0.37,-0.84,17.24,98.41,18.27,-0.02,0.88,0.52,12.60,10.81,-20.95,1764277175.674585
0.19,0.35,-0.76,20.24,72.95,25.37,-0.04,0.89,0.52,15.29,8.27,-21.08,1764277175.6960642
0.24,0.35,-0.84,16.95,60.03,29.38,-0.07,0.88,0.52,13.57,1.70,-20.31,1764277175.7119842
0.25,0.28,-0.45,20.84,-4.73,34.10,-0.11,0.89,0.55,9.62,-3.24,-16.66,1764277175.729627
0.19,0.18,0.21,10.78,-128.53,29.13,-0.07,0.89,0.54,7.88,-0.42,-12.40,1764277175.7474122
-0.04,0.34,1.04,35.24,-250.14,39.11,-0.03,0.86,0.44,-1.14,-8.74,-19.17,1764277175.764948
-0.80,-0.41,-0.54,95.31,-250.14,-21.86,-0.06,0.81,0.46,-29.40,2.37,-31.64,1764277175.7828422
-0.98,-0.00,-1.87,67.43,-250.14,-107.27,-0.12,0.78,0.44,-59.92,22.48,-37.36,1764277175.8016589
-0.90,0.10,-2.00,8.63,-250.14,-81.63,-0.16,0.84,0.52,-55.34,37.95,-34.94,1764277175.8219178
-0.78,0.39,-1.71,-15.72,-232.66,-38.53,-0.12,0.92,0.61,-21.55,25.87,-26.07,1764277175.837416
-0.76,0.29,-1.88,-11.81,-18.92,6.44,-0.14,0.94,0.64,5.73,-0.15,-8.40,1764277175.8550057
-0.76,0.24,-1.33,-9.98,108.37,27.28,-0.17,0.92,0.66,25.39,-15.24,6.94,1764277175.8730934
-0.66,0.17,-1.24,-9.33,179.46,36.05,-0.19,0.90,0.59,35.84,-17.79,18.09,1764277175.891179
-0.76,0.17,-1.47,-6.58,250.13,36.16,-0.18,0.86,0.58,44.43,-4.56,19.59,1764277175.911505
-0.72,0.20,-1.40,-2.68,250.13,34.34,-0.16,0.85,0.55,44.59,14.37,12.03,1764277175.929418
-0.59,0.15,-1.00,2.27,250.13,12.38,-0.17,0.82,0.47,28.50,30.46,0.53,1764277175.9500983
-0.39,0.13,-0.84,9.53,250.13,-18.15,-0.15,0.86,0.43,27.22,60.99,-8.89,1764277175.9626756
-0.28,0.16,-0.90,24.50,250.13,-42.50,-0.21,0.88,0.46,22.63,86.86,-15.25,1764277175.9807734
-0.17,0.18,-0.93,41.68,250.13,-69.27,-0.18,0.87,0.45,19.11,124.14,-23.15,1764277175.998762
-0.06,0.25,-0.88,72.53,250.13,-84.99,-0.25,0.88,0.42,19.14,160.05,-29.23,1764277176.0174475
0.15,0.06,-0.42,90.88,228.60,-109.10,-0.23,0.87,0.45,7.57,182.00,-31.89,1764277176.03745
0.29,0.38,-0.47,118.55,147.17,-103.56,-0.26,0.87,0.50,4.15,181.20,-37.55,1764277176.0531378
0.30,0.37,-0.77,139.08,94.19,-79.95,-0.23,0.91,0.52,5.88,175.15,-45.57,1764277176.071195
0.33,0.19,-0.87,141.73,76.96,-69.45,-0.33,0.90,0.44,10.66,168.37,-47.36,1764277176.0891533
0.35,-0.00,-0.89,143.98,70.98,-72.54,-0.40,0.86,0.37,5.21,172.12,-41.23,1764277176.1155572
0.40,-0.20,-0.82,148.12,54.94,-87.74,-0.44,0.85,0.33,-4.50,181.98,-32.41,1764277176.1296628
0.43,-0.18,-0.86,147.92,51.72,-101.35,-0.45,0.82,0.28,-17.87,188.21,-23.19,1764277176.1432052
0.40,-0.17,-0.82,139.56,40.94,-113.36,-0.33,0.84,0.41,-18.62,180.34,-18.45,1764277176.1617782
0.47,0.41,-0.75,106.79,34.24,-75.23,-0.29,0.89,0.44,2.76,125.43,-21.63,1764277176.1793926
0.48,0.05,-0.83,90.78,18.98,-35.07,-0.35,0.85,0.35,5.73,94.41,-16.97,1764277176.196668
0.50,-0.22,-0.82,63.76,19.47,-44.27,-0.37,0.83,0.27,-4.34,78.41,-7.47,1764277176.215296
0.54,-0.13,-0.67,43.44,9.78,-40.02,-0.33,0.83,0.29,-12.87,56.63,0.05,1764277176.2328646
0.52,0.06,-0.70,14.10,-2.61,-25.34,-0.29,0.85,0.37,-10.90,15.82,2.72,1764277176.2509933
0.49,0.18,-0.83,-12.40,-10.49,8.81,-0.29,0.86,0.35,-5.13,-22.24,1.44,1764277176.269982
0.48,0.04,-0.84,-34.51,-9.15,27.15,-0.34,0.85,0.34,2.19,-47.27,1.83,1764277176.287946
0.42,-0.11,-0.87,-49.98,-16.35,30.11,-0.40,0.87,0.35,5.25,-57.11,10.89,1764277176.305143
0.43,-0.09,-1.01,-65.85,-6.30,30.65,-0.41,0.88,0.38,11.51,-73.41,19.34,1764277176.3232152
0.43,0.01,-0.88,-83.47,-3.17,41.77,-0.43,0.87,0.36,13.17,-91.82,24.91,1764277176.341575
0.43,-0.07,-0.94,-94.27,-6.68,48.82,-0.41,0.87,0.40,13.17,-105.60,28.47,1764277176.3598146
0.46,0.07,-0.90,-110.65,-5.18,64.35,-0.37,0.89,0.39,14.62,-128.63,28.67,1764277176.377601
0.49,0.12,-0.88,-131.21,-6.36,79.44,-0.29,0.88,0.41,17.41,-162.32,28.20,1764277176.3956554
0.44,-0.03,-0.76,-161.25,-9.87,98.45,-0.39,0.84,0.40,17.44,-188.47,39.97,1764277176.4128885
0.40,-0.21,-0.93,-177.10,-10.22,77.54,-0.34,0.88,0.42,10.56,-196.46,54.82,1764277176.4358473
0.45,0.14,-0.88,-197.76,-1.38,76.22,-0.28,0.89,0.42,13.83,-209.67,61.76,1764277176.4492698
0.46,0.28,-0.88,-194.23,-1.48,85.16,-0.23,0.89,0.40,15.55,-211.84,54.94,1764277176.467493
0.50,0.36,-0.88,-180.44,2.22,85.60,-0.17,0.87,0.40,9.05,-204.58,39.42,1764277176.484917
0.44,0.24,-0.66,-158.45,-14.70,81.66,-0.26,0.83,0.38,-4.63,-175.42,29.53,1764277176.5029674
0.36,0.09,-0.93,-109.32,-33.05,46.04,-0.24,0.86,0.40,-17.09,-121.27,21.40,1764277176.5212233
0.38,0.37,-1.06,-80.70,-26.46,33.44,-0.12,0.89,0.45,-19.22,-93.16,8.27,1764277176.5396428
0.43,0.47,-0.85,-64.40,-17.64,37.79,-0.08,0.89,0.49,-10.65,-85.20,-2.85,1764277176.557029
0.45,0.45,-0.88,-50.47,-22.32,49.15,-0.07,0.90,0.50,-8.47,-79.36,-11.03,1764277176.574919
0.42,0.34,-0.81,-53.14,-25.23,49.49,-0.12,0.90,0.52,-5.97,-72.58,-8.95,1764277176.593178
0.31,0.16,-1.13,-32.49,-25.50,33.85,-0.19,0.91,0.54,-8.14,-45.66,-5.18,1764277176.6119514
0.35,0.22,-1.11,-19.86,-2.79,11.73,-0.17,0.90,0.49,-7.54,-22.78,-2.95,1764277176.629564
0.40,0.20,-0.90,1.19,-1.86,-4.78,-0.14,0.87,0.46,-11.29,4.22,-5.10,1764277176.646975
0.45,0.35,-0.78,12.13,-7.87,-7.31,-0.06,0.86,0.50,-11.90,11.74,-9.43,1764277176.664862
0.43,0.34,-0.77,12.30,-21.81,-0.24,-0.09,0.85,0.49,-13.34,6.81,-9.96,1764277176.6830337
0.41,0.27,-0.89,9.91,-16.74,-4.11,-0.05,0.85,0.52,-16.60,4.61,-10.27,1764277176.7004306
0.42,0.39,-0.76,8.10,-21.30,5.13,-0.07,0.87,0.52,-13.31,-0.74,-11.79,1764277176.7192693
0.38,0.27,-0.98,13.18,-19.06,-0.90,-0.10,0.87,0.51,-12.40,11.32,-12.54,1764277176.7372394
0.38,0.35,-0.91,21.48,-13.08,-2.85,-0.10,0.86,0.53,-12.97,20.24,-14.48,1764277176.7554634
0.38,0.29,-0.89,28.00,-18.66,-6.88,-0.10,0.86,0.58,-15.05,25.21,-15.39,1764277176.773291
0.36,0.26,-0.95,22.97,-16.32,-7.67,-0.11,0.87,0.58,-14.06,23.12,-15.34,1764277176.7911668
0.36,0.30,-0.97,24.74,-10.92,-7.19,-0.11,0.87,0.57,-10.76,20.93,-14.36,1764277176.8095453
0.36,0.22,-0.93,25.98,-10.83,-10.37,-0.16,0.86,0.53,-10.19,29.18,-13.27,1764277176.8294008
0.36,0.21,-0.94,35.00,-7.03,-18.26,-0.19,0.84,0.52,-13.20,45.37,-12.53,1764277176.8474276
0.36,0.21,-0.95,51.96,-8.07,-30.73,-0.18,0.82,0.49,-18.69,70.43,-17.10,1764277176.8632128
0.33,0.30,-0.99,74.79,-3.23,-39.05,-0.21,0.82,0.54,-20.29,89.86,-26.78,1764277176.8808627
0.34,0.29,-1.02,103.80,2.35,-43.75,-0.21,0.82,0.56,-20.67,115.51,-37.56,1764277176.899104
0.34,0.28,-0.92,123.18,-0.53,-46.79,-0.25,0.83,0.55,-21.70,131.66,-45.34,1764277176.9190502
0.33,0.13,-1.05,131.06,5.50,-52.11,-0.28,0.83,0.57,-23.80,140.46,-44.30,1764277176.9372368
0.32,0.07,-1.02,126.11,10.85,-55.27,-0.31,0.84,0.59,-24.73,137.47,-36.17,1764277176.952763
0.30,0.14,-1.03,105.55,19.79,-48.56,-0.31,0.85,0.70,-8.15,111.56,-25.59,1764277176.9712021
0.30,0.08,-1.14,79.01,30.78,-34.85,-0.33,0.87,0.61,3.13,87.96,-11.98,1764277176.9885626
0.34,0.02,-0.97,54.70,38.39,-30.64,-0.34,0.83,0.57,12.89,68.46,-0.18,1764277177.0074773
0.36,0.10,-0.93,34.92,38.31,-22.95,-0.27,0.81,0.58,19.89,44.31,6.90,1764277177.0282092
0.40,0.08,-0.84,11.18,34.82,-11.04,-0.28,0.81,0.50,19.15,22.02,11.43,1764277177.0465164
0.43,0.08,-0.83,-8.12,31.29,-7.79,-0.25,0.80,0.54,16.57,2.48,12.26,1764277177.064525
0.40,0.16,-0.86,-14.47,24.68,0.22,-0.27,0.81,0.48,15.44,-4.69,11.66,1764277177.0787005
0.44,0.10,-0.85,-10.81,23.69,-2.20,-0.28,0.80,0.44,11.63,-1.60,8.72,1764277177.0966823
0.46,0.14,-0.74,-4.18,11.95,-3.76,-0.28,0.80,0.43,5.52,4.67,4.87,1764277177.1151183
0.44,0.14,-0.88,2.02,4.67,-1.69,-0.30,0.80,0.46,-0.37,7.36,-1.34,1764277177.1330035
0.42,0.15,-0.88,4.60,5.70,1.69,-0.30,0.80,0.49,-3.18,5.40,-6.01,1764277177.153374
0.43,0.09,-0.83,4.36,-3.56,2.56,-0.32,0.81,0.52,-3.43,-0.48,-7.74,1764277177.1694372
0.42,0.06,-0.91,-6.53,-7.98,14.03,-0.33,0.83,0.53,0.15,-16.74,-4.09,1764277177.1872547
0.41,-0.03,-0.92,-21.64,-8.76,12.82,-0.35,0.83,0.53,2.31,-29.95,4.44,1764277177.20539
0.41,0.04,-0.94,-45.72,-9.24,17.62,-0.32,0.84,0.56,6.93,-53.50,13.79,1764277177.2229917
0.42,0.08,-0.88,-82.92,-8.92,29.85,-0.23,0.85,0.61,15.64,-93.23,26.14,1764277177.2411275
0.41,0.22,-0.85,-121.94,-11.84,50.95,-0.24,0.85,0.58,22.24,-135.44,36.11,1764277177.2627213
0.44,0.16,-0.83,-138.27,-9.27,61.16,-0.22,0.83,0.52,18.52,-148.63,40.90,1764277177.2780108
0.41,0.27,-0.80,-134.42,-22.66,59.82,-0.20,0.82,0.51,15.82,-143.67,37.39,1764277177.2958133
0.36,0.23,-0.89,-112.62,-29.83,53.52,-0.23,0.80,0.51,9.93,-121.06,27.18,1764277177.3135235
0.37,0.31,-0.96,-81.92,-30.19,36.85,-0.23,0.81,0.52,6.79,-86.26,13.94,1764277177.3315496
0.35,0.37,-0.97,-48.86,-32.23,33.61,-0.19,0.83,0.54,2.64,-60.26,-2.14,1764277177.3489454
0.37,0.42,-1.02,-29.79,-24.82,39.60,-0.15,0.85,0.58,5.50,-49.57,-12.66,1764277177.3673358
0.35,0.23,-1.01,-24.47,-20.61,43.56,-0.18,0.86,0.59,7.26,-46.60,-9.74,1764277177.3859766
0.34,0.15,-1.01,-33.08,-11.50,30.61,-0.17,0.87,0.60,7.39,-47.51,-1.43,1764277177.4034355
0.34,0.30,-0.95,-43.53,-1.64,33.91,-0.11,0.85,0.62,10.90,-58.36,3.01,1764277177.4210334
0.37,0.29,-0.92,-48.76,1.92,40.35,-0.13,0.84,0.55,11.50,-60.50,4.40,1764277177.4391992
0.39,0.24,-0.87,-43.44,2.53,35.08,-0.14,0.83,0.52,9.09,-49.99,1.25,1764277177.4617302
0.39,0.40,-0.91,-29.78,4.49,35.12,-0.10,0.83,0.54,5.93,-41.21,-6.63,1764277177.4788895
0.37,0.34,-0.90,-13.85,3.11,38.93,-0.11,0.83,0.54,4.22,-30.29,-14.76,1764277177.4929338
0.38,0.30,-0.94,-5.02,6.37,33.72,-0.10,0.84,0.54,2.11,-20.45,-17.08,1764277177.5114124
0.39,0.26,-0.83,-2.20,5.85,31.38,-0.08,0.84,0.56,0.30,-19.45,-14.85,1764277177.5297232
0.42,0.37,-0.69,-9.92,-5.60,37.85,-0.06,0.84,0.57,1.34,-28.04,-13.99,1764277177.5470998
0.40,0.37,-0.80,-13.38,-23.73,46.94,-0.06,0.85,0.59,4.34,-37.76,-13.44,1764277177.5673342
0.41,0.30,-0.77,-14.20,-28.86,50.79,-0.05,0.84,0.56,2.88,-37.71,-13.85,1764277177.5832114
0.39,0.22,-0.91,-14.08,-32.73,39.24,-0.03,0.84,0.57,-0.56,-33.36,-14.95,1764277177.600967
0.38,0.29,-0.78,-15.18,-40.21,28.09,-0.02,0.84,0.57,-6.10,-29.88,-15.45,1764277177.6185927
0.38,0.29,-0.93,-16.96,-37.00,29.82,-0.03,0.83,0.56,-11.49,-31.99,-15.54,1764277177.6372771
